,mission_range,cruise_speed,duration,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission
49,40,36,1.2,4462.110486624631,4.999999999995532,275.9577768826594,0.10766686490045971,0.069208237,8.012459946206729,11.999961140963196,9.352087737618518,0.000891489,600,2695.4750342200396,590.8275605987266,292.30803154143814,283.4700024597473,556.8964483544271,371.8445599,477.12453217006436,139.21390026257689,139.20088943047168,139.21390026257689,458.2307558174067
50,40,72,0.6444444444444445,1587.1758343653944,3.826368636169753,473.8604173945642,0.037871733,0.10532512675126351,9.845725399,11.999859584253134,12.000048874842236,0.000338068,600,507.1067869780481,193.06649362375546,193.1345190588993,93.88642132971341,161.20456036257133,132.27599127704775,132.26411416480676,84.55391408383969,84.5520847,84.55391408383969,86.20815378626816
51,40,108,0.45925925925925926,1323.3303377551279,3.493869282048385,515.1676865791214,0.038441996,0.15910431329463462,9.845693131116773,12.000000000011495,12.000000000002887,6.876122934626469e-07,600,302.7347743111286,159.72270391950022,183.09692522506967,77.77676352333972,134.4070265172916,110.3169990503167,110.27752814623412,84.55460284507015,84.57677624100347,84.55460284507015,51.46491163289186
52,40,144,0.36666666666666664,1221.8248349165194,3.357198490270272,498.2604099595264,0.044541684,0.22810013279611316,9.845693622767554,11.999997867854997,12.000000744689961,4.4213245939477814e-08,600,224.15851061912372,146.96294538018938,179.0482490050056,71.65534018166103,124.09738528640843,101.92957527964917,101.81872992442779,84.55459235061787,84.63852616340664,84.55459235061787,38.106946805251035
53,40,180,0.3111111111111111,1168.352915534336,3.282914266941354,427.30768544984073,0.063427378,0.33948840564849037,9.845693131,11.999999999933605,11.999999999881075,4.934587443083298e-07,600,182.68489710486048,140.35538406899045,176.8648121527609,68.44852467391149,118.6663955,97.61329996243953,97.36274296215959,84.55460285,84.76409029982943,84.55460285,31.056432507826283
54,40,216,0.2740740740740741,1155.9003178859166,2.8466342512826635,401.0580840995081,0.12615338898805117,0.5000000000002025,8.801347997927584,12.00000000000135,10.461168731903065,6.666031036242689e-07,600,167.18051245648277,143.47991332727258,177.53718331798134,67.70352524,131.3321911777709,96.68360153310495,110.49437663315834,111.26007080873916,111.66356053697821,111.26007080873916,28.42068711760207
55,40,252,0.24761904761904763,1198.510153194997,2.5549299798811242,520.6156594249479,0.11978447365946321,0.5000000015143201,7.916983126732903,9.274715046296176,9.220763258,5.7167948525535334e-05,600,193.43064976019224,154.20527671863437,180.62621431653795,70.25557334854942,151.3847048,129.88061284116313,129.97949515240248,143.20757894997578,143.92215285382588,143.20757894997578,32.88321045923268
56,40,288,0.22777777777777777,1245.6859018010437,2.3462364323896936,646.7506512979602,0.11364138183019215,0.5000000007017842,7.239293442861966,7.302629340352926,8.305699755307028,8.970590796769314e-08,600,223.07629162623175,165.62954389570015,183.89001263048374,73.09035315807353,172.07285650636328,171.75603533968862,149.9796451232297,176.50104896713822,177.70042356018712,176.50104896713822,37.92296958
57,40,324,0.2123456790123457,1304.2504303907074,2.0140442581522136,846.6314851663851,0.12802142843603417,0.4999999999915115,6.208461085246818,6.258415945,6.967825143,5.009678731224479e-07,600,254.92281577914983,183.75172766466017,188.9538085692095,76.62278616852785,210.07628339493036,210.07628414508486,187.1818542581628,250.78713783806222,252.78085476868839,250.78713783806222,43.33687868245547
58,40,360,0.2,1381.5844894382237,1.8280431880055992,1034.4172178716988,0.13411131825903144,0.5000000018219068,5.549973006400596,5.248457776618228,6.144781653634867,3.3082044754486376e-07,600,296.0570192711092,209.5990368815479,194.61842349097643,81.30943462,248.93535299088646,265.8672997496173,224.83866267582755,322.46815678728507,325.66004292842683,322.46815678728507,50.329693276088555
59,40,396,0.1898989898989899,1476.3204459954698,1.697953166340188,1222.084900445881,0.1382764159952592,0.5000000003999495,5.038502124660289,4.424299812043186,5.5213352516671685,2.0852704054115087e-05,600,345.56620503387654,242.49833462072337,201.1764202,87.08405264,293.0078045953008,337.83377214479736,267.3846775650319,399.4031723962014,404.3309109944423,399.4031723962014,58.746254855759005
60,40,432,0.18148148148148147,1591.918044,1.6371139533354435,1378.3949582661285,0.13604852524201502,0.5000000007431225,4.708895211735512,3.7273467682456767,5.126574646291928,5.25951221399248e-05,600,404.01901153180654,285.39804362107503,208.32976394889093,94.17847758276127,338.0661435123255,433.76144200741305,310.5227475009109,463.28173177520034,470.4718785564943,463.28173177520034,68.68323196
61,40,468,0.17435897435897435,1733.741834270817,1.6346477086442361,1489.641562085415,0.12813537745838866,0.5000000011189824,4.521930754859826,3.1467018040414043,4.905018884737522,1.7819123628867306e-07,600,473.1329686,341.53537505873356,216.12096484136322,102.95210367991714,383.40742666338343,561.7817382309728,353.4628255286714,506.07907235116136,515.9595004882148,506.07907235116136,80.43260465584004
62,40,504,0.16825396825396827,1943.6723810635563,1.8808634060772973,1384.4064721682585,0.095557352,0.5000199311031344,4.879586031723323,2.523316923648888,5.330334372484434,0.00028445,600,566.5201146635678,438.08965695033953,222.9724411324766,116.07330267279866,398.32731064219183,790.9380829358792,364.6436124339463,428.53948132723684,439.9876845761421,428.53948132723684,96.30841949280652
63,40,540,0.16296296296296298,2162.326205264544,1.8523448738803494,1499.9999994773277,0.096657803,0.5000000002553916,4.582852644168091,2.2328595931689157,4.977026694446131,4.940216445684982e-07,600,669.5639971,528.0653007090299,234.79657252097877,129.90103779853757,471.8297473553316,998.4799001749964,434.46144415449606,491.54106473729763,506.7547086,491.54106473729763,113.82587950746426
64,40,576,0.15833333333333333,2478.0360980802793,1.964631342695387,1499.9999998493004,0.08803512,0.5000000001092612,4.543938796364256,1.9398967492945132,4.931011121567699,1.6846796604696218e-06,600,812.2468928704185,666.9176923031002,248.73441344706063,150.1383974118026,545.3497965384198,1324.5795514465285,502.54116995226855,500.7578682784513,519.2007032309696,500.7578682784513,138.08197178797116
65,50,36,1.4777777777777779,1495.182147,3.991705000339003,401.5004344824561,0.041956315,0.059583222772274125,10.429097678669425,12.000010860384867,12.897932943518303,415557.32454145415,600,1083.9624332550127,178.63717349005896,188.98184227224704,88.2380571,143.3663959472436,124.59924140217353,115.92416813765382,73.19130937856826,73.18480301926063,73.19130937856826,184.27361365335216
66,50,72,0.7833333333333333,1865.816463,4.148652013992581,437.1466067,0.037855053903193776,0.10530188425433301,9.845693673030567,12.000008835571224,12.00000082082167,2.276658098634915e-06,600,723.1649812130634,228.31451448606455,203.14956516576115,111.18891073766801,189.50584130537752,155.49573105084988,155.4846945931236,84.55459127773702,84.55256116832143,84.55459127773702,122.93804680622075
67,50,108,0.5518518518518519,1443.5282660297703,3.6490929134259096,493.4739792540738,0.038407464596182786,0.1590343720018423,9.845688705360214,12.000021911984382,11.999993296457635,1.116153327164414e-05,600,395.7724119193091,174.9297016884303,187.7483761347146,85.08111717541253,146.61526575016345,120.3360391984956,120.29408936885788,84.55469731441706,84.57629491906118,84.55469731441706,67.28131002628255
68,50,144,0.4361111111111111,1296.7592274970016,3.458614767335136,484.0827713039106,0.044461425,0.22789961683853555,9.845693130267993,12.000000001616003,11.999999998717266,9.647535277074213e-07,600,282.09434579850995,156.4472216683469,182.0485148844071,76.17012736441373,131.7082718646244,108.17927376880498,108.06326896963485,84.55460286318771,84.63727491386165,84.55460286318771,47.95603878574669
69,50,180,0.36666666666666664,1222.5168010050995,3.358148801801679,418.60978868950065,0.06316065,0.33878791,9.84569313,12.000000003808001,11.999999998569686,6.625027981489358e-07,600,224.52801621704586,147.21641401244958,179.07626413554112,71.69692058281163,124.16767258964138,102.13574419489487,101.87640009590122,84.55460286526744,84.76174298684796,84.55460286526744,38.169762756897796
70,50,216,0.3203703703703704,1199.2132605189931,2.9089657531697757,392.4690422629766,0.12532735660892952,0.4999999999500696,8.825208941833651,12.000000003360695,10.49540314967776,2.718172924649959e-06,600,200.56550965769057,149.0227787,179.3288690270124,70.29775181794182,135.88497093076504,100.30527898467543,114.26080955792658,110.53542752922453,110.93499461464944,110.53542752922453,34.09613664
