,mission_range,cruise_speed,endurance,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
10,110.0,233.3695563277663,0.7888888888888889,1603.1184613942219,2.412866293422483,623.5888240323113,0.13999999830972631,0.4104833087974466,6.647022788213384,11.999999963387456,7.529379320848089,7.385068792098479e-07,600.0,469.1661233849707,297.7426447789691,160.31566165908154,75.8948909354302,241.17842114772034,133.89685317409987,212.9150880943598,214.77384503622787,215.24142024088712,214.77384503622787,127.61318556071203,0.027346753958731443,1059.9140307684795
11,120.0,233.83284336250605,0.8222222222222222,1655.60075345169,2.4463110435269524,616.4989418848063,0.14000000021102735,0.4103483323975777,6.633404788642983,12.000000004883216,7.5117754360187154,1.625316207349372e-07,600.0,505.95175423090126,309.10068571057764,162.06171095660585,78.48700570571143,249.58536471138248,138.27767756708525,220.40072517518817,215.7816718250268,216.24731224291236,215.7816718250268,137.61887715080513,0.027250739320831607,1089.9902320889278
12,130.0,234.28258287382843,0.8555555555555555,1711.5136607518766,2.4746712125450445,612.5307973893526,0.1399990262600516,0.4090712969169129,6.6039269062002,11.999979329129976,7.473706684504693,7.312449980666734e-06,600.0,545.317737273182,320.99378905518387,163.94719269778673,81.25764587993197,259.1660515117142,142.94346756217817,229.00466033813908,217.98552069263837,218.44924375640792,217.98552069263837,148.32642453830553,0.02723636423246957,1119.11340087404
13,140.0,234.76734413775256,0.8888888888888888,1771.2204002709855,2.5096905358975863,605.8461187377272,0.140000000422461,0.4086668121477137,6.586033456269551,11.999999992171945,7.450623162120486,1.1653259219641315e-07,600.0,587.1111940308155,333.9723379278955,165.91075628603846,84.22645339494021,268.93583399350615,147.92652494503193,237.72781977164001,219.3383386818783,219.8000070233014,219.3383386818783,159.69424477638177,0.027153779277608835,1152.2744891611221
14,150.0,235.2808023329212,0.9222222222222223,1835.1285216204228,2.549441494751103,597.5928678599238,0.14000011107462318,0.4087503137982664,6.574440326111443,11.999999010514284,7.435677334386479,2.4519745219623214e-05,600.0,631.6619929289177,348.0711672789995,167.9748099383776,87.41559973249304,279.1307595160483,153.2611548717871,246.80045126942562,220.22097182677095,220.68049571398595,220.22097182677095,171.81206207666557,0.027031737232784556,1188.9045416290976
15,160.0,235.75767290659644,0.9555555555555556,1903.6553641616485,2.5796414749300784,594.4699273076591,0.14000000073494578,0.4069252801323516,6.536717324011777,12.000000004565296,7.387098932702847,1.5530496111595803e-07,600.0,679.8148160101044,362.74689732321815,170.24592704799272,90.84811786783763,291.2249788083721,158.9783138324229,257.6999958311273,223.12689159350856,223.58423500822673,223.12689159350856,184.9096299547484,0.027045595634494227,1222.804048649608
16,170.0,236.30627480261057,0.9888888888888889,1977.3602169510618,2.6234346418419,585.8041213497057,0.140000171946716,0.4070042393906378,6.524329369268441,12.00000265020691,7.371164120246452,1.3139371556286414e-05,600.0,731.0468963024476,379.175586810572,172.58675954813626,94.55459911701304,303.074861037063,165.13038016594936,268.25616479218337,224.0926354560372,224.5476796936342,224.0926354560372,198.84475579426575,0.026915973211557455,1264.477299001977
17,180.0,236.853920691794,1.0222222222222221,2056.887182802307,2.6654106092780117,578.7906461247197,0.14000007559696215,0.4063989969296584,6.502339458322438,12.000001083302447,7.342900005944946,3.727082383365402e-07,600.0,786.3929496689609,396.8047758670621,175.11958522636007,98.5704825382764,316.33032941238827,171.76726193232213,280.1191873969431,225.82109962527878,226.27375345915564,225.82109962527878,213.89888230995737,0.026831728893502896,1307.217945258461
18,190.0,237.42138285178655,1.0555555555555556,2142.9265432791035,2.7098194728363127,571.5598951840088,0.1399999992165921,0.4057766105228389,6.479707543274915,12.000000012767696,7.313839829864653,1.359530777128452e-07,600.0,846.1614414926805,415.99559630916656,177.83564211984512,102.93423207556614,330.713466459328,178.94749852110635,292.99609960405155,227.61918060809856,228.0693405339047,227.61918060809856,230.1559120860091,0.026743833819174535,1353.1750688363568
19,200.0,238.00996584386164,1.0888888888888888,2236.3358746877093,2.756840842578459,564.1282135736428,0.14000009166942784,0.4051229899199734,6.456208642843812,12.000000599380517,7.283697603424327,1.5250376622040623e-07,600.0,910.9230751154328,436.9608426731346,180.75871341939103,107.6936339970568,346.38531658460386,186.74259187727137,307.03304783497987,229.5069979333553,229.9545507643932,229.5069979333553,247.77107643139772,0.02665288354058889,1402.7097568833183
20,210.0,238.62350190134916,1.1222222222222222,2338.1264369356886,2.8071429202057208,556.3288959696642,0.14000006319466052,0.4044924955003504,6.432532733475323,12.000000431103935,7.253360389352819,1.6697627231786548e-07,600.0,981.3286738621342,459.97959144350307,183.91320509193935,112.90537516541444,363.4845765755571,195.23704054689665,322.35078796964456,231.430840983333,231.87566670940913,231.430840983333,266.9213992905005,0.026554509908344362,1456.4772749361885
21,220.0,239.2619048320111,1.1555555555555554,2449.5060463761984,2.8606480082257453,548.3158281582174,0.14000006531090017,0.4038167602773959,6.4077252746975155,12.000001053055668,7.221607707591252,1.6758617972045993e-07,600.0,1058.1953098844479,485.3388659426011,187.3347268520411,118.63755307001865,382.2738868110775,204.53146214648845,339.1912362951137,233.4704713699541,233.912434291368,233.4704713699541,287.8291242885698,0.026453048118747872,1514.8220675336293
